wbType,wbLevel,wbParentType,wbPath,wbHandleError,wbStatus,wbFinalExec,wbExceptionType,wbStart,wbParentStart,wbDurationSec,wbDurationHrs,message,level,wbKey,configError,optionalInfo
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,False,Exception,03/22/2018 13:41:08,03/22/2018 13:40:40,0.2750265,7.6674E-05,"Work Block Input row UiDemo, simulate Ex failed with exception Simulated exception, in place of a real one! at Source System.Activities",Warn,46478565bb211ff6722388bcf008e106,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/22/2018 13:41:16,03/22/2018 13:40:40,3.6667056,0.00101852933333333,"Work Block Input row UiDemo, simulate Ex successful",Info,dc56fd2e70a62e65861ef2ddd1696f50,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/22/2018 13:41:20,03/22/2018 13:40:40,3.6823161,0.0010231345,"Work Block Input row UiDemo, simulate Ex successful",Info,abd4c030a60c7cb8076089b28f1ebe0b,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,False,Exception,03/22/2018 13:41:24,03/22/2018 13:40:40,0.2854394,7.92887222222222E-05,"Work Block Input row UiDemo, simulate Ex failed with exception Simulated exception, in place of a real one! at Source System.Activities",Warn,d078b6620a1ff57c3f8076a1ba83a75b,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/22/2018 13:41:32,03/22/2018 13:40:40,3.6560758,0.00101585466666667,"Work Block Input row UiDemo, simulate Ex successful",Info,67a84f73197a60c9205ff70c83a73194,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/22/2018 13:41:35,03/22/2018 13:40:40,3.6144818,0.00100425069444444,"Work Block Input row UiDemo, simulate Ex successful",Info,bf126a4d651614d2aadf3d301bc8c823,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:39,03/22/2018 13:40:40,0.3250703,9.02973055555556E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 9 at Source System.Activities",Error,e953cc26a3957c3b12066dbffc36b864,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,False,Exception,03/22/2018 13:41:39,03/22/2018 13:40:40,0.311065,8.66845833333333E-05,"Work Block Input row UiDemo, simulate Ex failed with exception Simulated exception, in place of a real one! at Source System.Activities",Warn,e953cc26a3957c3b12066dbffc36b864,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/22/2018 13:41:47,03/22/2018 13:40:40,3.6603328,0.00101703822222222,"Work Block Input row UiDemo, simulate Ex successful",Info,9d9a02bd1c9823b75d43c6b72be7baf2,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:51,03/22/2018 13:40:40,0.2851986,7.95000555555556E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 12 at Source System.Activities",Error,26e13c0efa93f6c753e56070b07990cf,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:51,03/22/2018 13:40:40,0.2850614,7.91837222222222E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 37 at Source System.Activities",Error,26e13c0efa93f6c753e56070b07990cf,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:52,03/22/2018 13:40:40,0.2798644,7.80156944444444E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 3 at Source System.Activities",Error,1b4082c37c559c21804453e7f241d4c5,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:52,03/22/2018 13:40:40,0.2723387,7.59278888888889E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 26 at Source System.Activities",Error,1b4082c37c559c21804453e7f241d4c5,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/22/2018 13:41:52,03/22/2018 13:40:40,0.2960607,8.22390833333333E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,1b4082c37c559c21804453e7f241d4c5,False,No info
UiPEngineLocal,0,,UiPEngineLocal,Rethrow,Finished with Exceptions,True,,03/22/2018 13:40:40,03/22/2018 13:40:40,78.3298607,0.0217585644444444,Work Block UiPEngineLocal successful,Info,ae142b99b503c4970b4df173f8c0b8bb,False,No info
