wbType,wbLevel,wbParentType,wbPath,wbHandleError,wbStatus,wbFinalExec,wbExceptionType,wbStart,wbParentStart,wbDurationSec,wbDurationHrs,message,level,wbKey,configError,optionalInfo
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:20:21,04/06/2018 09:20:06,1.1294477,0.00031401325,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 13 at Source System.Activities",Error,fa0762ed0c6576edfd61a9806d676f0c,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:20:22,04/06/2018 09:20:06,0.5132317,0.000142843333333333,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 72 at Source System.Activities",Error,ec2fc5f71ef622afe2a1071082a67c27,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:20:23,04/06/2018 09:20:06,0.5159945,0.000143609583333333,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 71 at Source System.Activities",Error,f7d0e2904200528f9ad6b949ebfafc7f,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:20:23,04/06/2018 09:20:06,0.4900015,0.000136388805555556,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,f7d0e2904200528f9ad6b949ebfafc7f,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:24,04/06/2018 09:20:06,6.1541328,0.00170948133333333,"Work Block Input row UiDemo, simulate Ex successful",Info,4a824b7b5f0c5596dae90720cbb1f4f2,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:30,04/06/2018 09:20:06,6.1474792,0.00170791069444444,"Work Block Input row UiDemo, simulate Ex successful",Info,b65e34aa4a883766e4e4e33a5f821db8,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:20:37,04/06/2018 09:20:06,0.5030104,0.000140033138888889,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 2 at Source System.Activities",Error,f0d38e7763c20cf617b680476060aea7,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:37,04/06/2018 09:20:06,6.1760583,0.00171584766666667,"Work Block Input row UiDemo, simulate Ex successful",Info,f0d38e7763c20cf617b680476060aea7,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:44,04/06/2018 09:20:06,6.1350991,0.00170419419444444,"Work Block Input row UiDemo, simulate Ex successful",Info,d963af764054112ccf52c3c57e1974df,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:50,04/06/2018 09:20:06,6.0720441,0.00168695611111111,"Work Block Input row UiDemo, simulate Ex successful",Info,31fb8fe002045b0d05873f8b208edc69,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:20:57,04/06/2018 09:20:06,5.9820428,0.00166167855555556,"Work Block Input row UiDemo, simulate Ex successful",Info,f61f9fb34b2f626983bec8142f2518bf,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:21:03,04/06/2018 09:20:06,6.1000452,0.00169473477777778,"Work Block Input row UiDemo, simulate Ex successful",Info,71704e707021ed4da920d74ce0d9ee90,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:21:09,04/06/2018 09:20:06,6.1819904,0.00171778677777778,"Work Block Input row UiDemo, simulate Ex successful",Info,7ab265898212ba04c2b355fc0675d8e9,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:15,04/06/2018 09:20:06,0.6890006,0.000191667111111111,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 9 at Source System.Activities",Error,575c56525b1ba569d0dd36cf762d92a6,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,04/06/2018 09:21:16,04/06/2018 09:20:06,6.1010382,0.00169501061111111,"Work Block Input row UiDemo, simulate Ex successful",Info,573bf256655b46cf2a0357d5a4db9fb3,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:23,04/06/2018 09:20:06,0.5830059,0.000162223,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 12 at Source System.Activities",Error,da54f8e9aab5260912a29ae56f4fddb3,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:24,04/06/2018 09:20:06,0.5780005,0.0001608335,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 37 at Source System.Activities",Error,ff0b3f43c35ff0850ffdc567474b116b,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:24,04/06/2018 09:20:06,0.5450017,0.000151668222222222,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 3 at Source System.Activities",Error,ff0b3f43c35ff0850ffdc567474b116b,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:25,04/06/2018 09:20:06,0.5660051,0.000157779,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 26 at Source System.Activities",Error,aab9f06b6412e8489e6c480df38414ea,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,04/06/2018 09:21:26,04/06/2018 09:20:06,0.5849009,0.000162750166666667,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,94d29096d69024c0e1df1532dcb5c261,False,No info
UiPEngineLocal,0,,UiPEngineLocal,Rethrow,Finished with Exceptions,True,,04/06/2018 09:20:06,04/06/2018 09:20:06,110.942754,0.0308177103333333,Work Block UiPEngineLocal successful,Info,7b545d89c5bd91f82bb789ae44e7444c,False,No info
