wbType,wbLevel,wbParentType,wbPath,wbHandleError,wbStatus,wbFinalExec,wbExceptionType,wbStart,wbParentStart,wbDurationSec,wbDurationHrs,message,level,wbKey,configError,optionalInfo
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/19/2018 22:57:58,03/19/2018 22:57:00,3.5845812,0.000995994861111111,"Work Block Input row UiDemo, simulate Ex successful",Info,512a85f44e147b7a90719905a2941aea,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/19/2018 22:58:02,03/19/2018 22:57:00,3.5167084,0.000977002722222222,"Work Block Input row UiDemo, simulate Ex successful",Info,edb9cfab2da8556bdec2ff4c16355dfc,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,False,Exception,03/19/2018 22:58:06,03/19/2018 22:57:00,0.2437403,6.78450277777778E-05,"Work Block Input row UiDemo, simulate Ex failed with exception Simulated exception, in place of a real one! at Source System.Activities",Warn,e499a58cb87a031b1dab382d7615454a,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/19/2018 22:58:13,03/19/2018 22:57:00,3.5117672,0.000975630277777778,"Work Block Input row UiDemo, simulate Ex successful",Info,5b508cbb27e7027073ffc4dad88f8998,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/19/2018 22:58:17,03/19/2018 22:57:00,3.5187218,0.000977561611111111,"Work Block Input row UiDemo, simulate Ex successful",Info,16636dd622c7313bd410034546a3ced3,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:20,03/19/2018 22:57:00,0.2374659,6.62411111111111E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 9 at Source System.Activities",Error,adbd19fd14a06d6579b5ac1b84b1733a,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/19/2018 22:58:21,03/19/2018 22:57:00,3.5168219,0.000977172361111111,"Work Block Input row UiDemo, simulate Ex successful",Info,f60cfd318c93df9e855d3d210d22563f,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:24,03/19/2018 22:57:00,0.2499969,6.95824722222222E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 12 at Source System.Activities",Error,d390c5b051e981c040395ef3b69cc2bb,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:25,03/19/2018 22:57:00,0.2485004,6.91670555555556E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 37 at Source System.Activities",Error,014e1188573d4ef5609ce8f2505cace6,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:25,03/19/2018 22:57:00,0.2594985,7.22221111111111E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 3 at Source System.Activities",Error,014e1188573d4ef5609ce8f2505cace6,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:25,03/19/2018 22:57:00,0.2380026,6.62504166666667E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 26 at Source System.Activities",Error,014e1188573d4ef5609ce8f2505cace6,False,No info
"Input row UiDemo, simulate Ex",1,UiPEngineLocal,"UiPEngineLocal|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/19/2018 22:58:26,03/19/2018 22:57:00,0.2271822,6.32450555555556E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,3b8983ce97594088915cc9c119651a28,False,No info
UiPEngineLocal,0,,UiPEngineLocal,Rethrow,Finished with Exceptions,True,,03/19/2018 22:57:00,03/19/2018 22:57:00,91.6204105,0.0254503923888889,Work Block UiPEngineLocal successful,Info,8d7fee2a7b0bc312f5adfd78ccf0e3b2,False,No info
