wbType,wbLevel,wbParentType,wbPath,wbHandleError,wbStatus,wbFinalExec,wbExceptionType,wbStart,wbParentStart,wbDurationSec,wbDurationHrs,message,level,wbKey,configError,optionalInfo
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:24,03/13/2018 16:38:21,0.4360049,0.000121390166666667,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 13 at Source System.Activities",Error,eba8d8e4aebc1f3eb5465329626d3896,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:25,03/13/2018 16:38:21,0.2170073,6.05553611111111E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 72 at Source System.Activities",Error,ee5b2e6df833f9ed2767ad062cc54535,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:25,03/13/2018 16:38:21,0.2129981,5.94373611111111E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 71 at Source System.Activities",Error,ee5b2e6df833f9ed2767ad062cc54535,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:25,03/13/2018 16:38:21,0.200996,5.58322222222222E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,ee5b2e6df833f9ed2767ad062cc54535,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:25,03/13/2018 16:38:21,3.5787244,0.000994368666666667,"Work Block Input row UiDemo, simulate Ex successful",Info,ee5b2e6df833f9ed2767ad062cc54535,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:29,03/13/2018 16:38:21,3.5999258,0.0010002615,"Work Block Input row UiDemo, simulate Ex successful",Info,b91e9d401931bc241a7adfc9a21b938d,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:33,03/13/2018 16:38:21,0.2120228,5.91676111111111E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 2 at Source System.Activities",Error,01e3b4438aa03cc2e11b041450551077,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:33,03/13/2018 16:38:21,3.615048,0.00100445855555556,"Work Block Input row UiDemo, simulate Ex successful",Info,01e3b4438aa03cc2e11b041450551077,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:37,03/13/2018 16:38:21,3.5637944,0.000990220388888889,"Work Block Input row UiDemo, simulate Ex successful",Info,3489c7e805962c6aaad99c5020d85a70,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:40,03/13/2018 16:38:21,3.593285,0.000998134722222222,"Work Block Input row UiDemo, simulate Ex successful",Info,4cdcf7ec1ca2fe37de6ffa82428f5a21,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:44,03/13/2018 16:38:21,3.5698976,0.000991638222222222,"Work Block Input row UiDemo, simulate Ex successful",Info,321a045cf4867c0be683814c59486715,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:48,03/13/2018 16:38:21,3.6239287,0.00100691827777778,"Work Block Input row UiDemo, simulate Ex successful",Info,fad104b8bae2c7cd9f03bf6569583c22,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:51,03/13/2018 16:38:21,3.5909419,0.000997483861111111,"Work Block Input row UiDemo, simulate Ex successful",Info,626207f09118df3332b1d0174b17891b,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:55,03/13/2018 16:38:21,0.205999,5.75003055555556E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 9 at Source System.Activities",Error,5bfbac278cb2989190f55d8da3479332,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Successful,True,,03/13/2018 16:38:55,03/13/2018 16:38:21,3.6171725,0.00100477013888889,"Work Block Input row UiDemo, simulate Ex successful",Info,5bfbac278cb2989190f55d8da3479332,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:59,03/13/2018 16:38:21,0.2080019,5.8056E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 12 at Source System.Activities",Error,e497a65c8e3167fc22f8f58e805a2621,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:38:59,03/13/2018 16:38:21,0.2140302,5.97227777777778E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 37 at Source System.Activities",Error,e497a65c8e3167fc22f8f58e805a2621,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:39:00,03/13/2018 16:38:21,0.2170053,6.027925E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 3 at Source System.Activities",Error,8e2fc8d4afb5ee07b87b5533436ae046,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:39:00,03/13/2018 16:38:21,0.2009988,5.61114722222222E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 26 at Source System.Activities",Error,8e2fc8d4afb5ee07b87b5533436ae046,False,No info
"Input row UiDemo, simulate Ex",1,Simple ExcelDemo,"Simple ExcelDemo|Input row UiDemo, simulate Ex",Failed,Failed,True,BusinessRuleException,03/13/2018 16:39:00,03/13/2018 16:38:21,0.2119773,5.88825833333333E-05,"Work Block Input row UiDemo, simulate Ex failed with exception The value of Cash In was 14 at Source System.Activities",Error,8e2fc8d4afb5ee07b87b5533436ae046,False,No info
Simple ExcelDemo,0,,Simple ExcelDemo,Rethrow,Finished with Exceptions,True,,03/13/2018 16:38:21,03/13/2018 16:38:21,45.0179388,0.012504983,Work Block Simple ExcelDemo successful,Info,5179e3c8df1292b37660f9fec056c7f7,False,No info
